Category,Yavapai
Total_doses_administered,263042
Total_people_one_dose,121635
Total_people_complete,101660
total_pouluation,121635
Male-65 years and older,26778
Male-55-64 years,9435
Male-45-54 years,5219
Male-20-44 years,10738
Male-Less than 20 years,3204
Female-65 years and older,32505
Female-55-64 years,11933
Female-45-54 years,6200
Female-20-44 years,10987
Female-Less than 20 years,3494
"Black or African American, non-Hispanic",612
"American Indian or Alaska Native, non-Hispanic",1494
"Asian or Pacific Islander, non-Hispanic",1522
Hispanic or Latino,8715
Other Race,17846
Unknown,18423
"White, non-Hispanic",73023
