Category,Graham
Total_doses_administered,48051
Total_people_one_dose,22176
Total_people_complete,19138
total_pouluation,22176
Male-65 years and older,2456
Male-55-64 years,1620
Male-45-54 years,1484
Male-20-44 years,3731
Male-Less than 20 years,1408
Female-65 years and older,2959
Female-55-64 years,1755
Female-45-54 years,1453
Female-20-44 years,3776
Female-Less than 20 years,1522
"Asian or Pacific Islander, non-Hispanic",90
"Black or African American, non-Hispanic",97
Other Race,1330
Hispanic or Latino,4035
Unknown,4156
"American Indian or Alaska Native, non-Hispanic",5723
"White, non-Hispanic",6745
