Category,Apache
Total_doses_administered,66900
Total_people_one_dose,31351
Total_people_complete,23425
total_pouluation,31351
Male-65 years and older,2911
Male-55-64 years,2111
Male-45-54 years,1708
Male-20-44 years,4142
Male-Less than 20 years,4433
Female-65 years and older,3492
Female-55-64 years,2279
Female-45-54 years,1702
Female-20-44 years,4030
Female-Less than 20 years,4533
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",140
Hispanic or Latino,615
Other Race,1188
Unknown,1191
"White, non-Hispanic",3747
"American Indian or Alaska Native, non-Hispanic",24408
