Category,Arizona
Total_doses_administered,10464497
Total_people_complete,4040627
total_pouluation,7189020
Total_people_one_dose,4886703
Male-65 years and older,589269
Male-55-64 years,341705
Male-45-54 years,308994
Male-20-44 years,775098
Male-Less than 20 years,299447
Female-65 years and older,715703
Female-55-64 years,388437
Female-45-54 years,332679
Female-20-44 years,810780
Female-Less than 20 years,304730
"Black or African American, non-Hispanic",149788
"Asian or Pacific Islander, non-Hispanic",188026
"American Indian or Alaska Native, non-Hispanic",213001
Unknown,440781
Other Race,689450
Hispanic or Latino,937309
"White, non-Hispanic",2268348
