Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10689876,74228,212254,189326,42142,10213,60652,19046,6233612,201448,116113,534591,1721090,127742,281485,350687
Total_people_complete,4196274,28221,82824,74976,16991,4049,23867,7733,2473516,79796,45524,216984,664223,49427,109037,138659
total_pouluation,7189020,33472,93983,90411,19167,4504,27255,9303,2822283,94672,54141,247773,769715,65186,128626,172081
Total_people_one_dose,4938219,33472,93983,90411,19167,4504,27255,9303,2822283,94672,54141,247773,769715,65186,128626,172081
Male-65 years and older,590941,3063,8448,12021,1996,517,5978,2519,298411,21879,7699,39108,92188,4804,28474,18031
Male-55-64 years,343207,2243,6063,6016,1362,387,2266,652,197290,8574,3864,17479,49965,3529,10072,11212
Male-45-54 years,311222,1834,5781,4804,1316,338,1297,333,192926,4506,2933,15289,43800,3775,5505,9772
Male-20-44 years,783892,4474,17568,12935,3258,810,2575,713,465961,8024,6535,36795,118502,9951,11287,30435
Male-Less than 20 years,312164,4659,6886,7044,1293,247,927,415,176226,2072,5245,12694,52363,9230,3317,14922
Female-65 years and older,716849,3715,9456,14033,2473,523,6348,2490,372364,23893,8716,44572,118584,5861,34345,20590
Female-55-64 years,389842,2475,6735,7102,1508,317,2663,763,221089,9921,4373,20028,59471,3970,12702,12047
Female-45-54 years,334905,1868,5757,5391,1245,337,1447,387,208423,5044,2986,15571,49475,4181,6555,10688
Female-20-44 years,818706,4372,20046,13689,3294,773,2742,626,497645,8276,6442,33044,130407,10604,11468,28390
Female-Less than 20 years,316595,4758,7066,7273,1411,253,956,387,177621,2302,5310,12578,53327,9175,3665,15309
"Black or African American, non-Hispanic",151935,64,827,1699,83,55,96,40,111584,672,221,9185,17944,58,647,902
"Asian or Pacific Islander, non-Hispanic",189926,146,1728,1590,66,51,223,92,144013,1466,401,4936,23154,187,1656,1275
"American Indian or Alaska Native, non-Hispanic",220179,26335,24047,388,5822,126,2967,566,55395,789,25109,10551,16405,56,1545,1248
Unknown,444543,1210,11374,10971,3824,301,4546,1935,191189,11701,2573,30184,66367,6009,19064,30809
Other Race,690742,1230,8056,12655,865,98,4382,1209,444327,14838,6491,29517,94179,3671,19009,20797
Hispanic or Latino,960790,633,7614,27907,2853,2038,1588,1403,494038,7870,2789,41997,198773,47551,9225,79461
"White, non-Hispanic",2280104,3854,40337,35201,5654,1835,13453,4058,1381737,57336,16557,121403,352893,7654,77480,37589
