Category,Navajo
Total_doses_administered,116113
Total_people_one_dose,54141
Total_people_complete,45524
total_pouluation,54141
Male-65 years and older,7699
Male-55-64 years,3864
Male-45-54 years,2933
Male-20-44 years,6535
Male-Less than 20 years,5245
Female-65 years and older,8716
Female-55-64 years,4373
Female-45-54 years,2986
Female-20-44 years,6442
Female-Less than 20 years,5310
"Black or African American, non-Hispanic",221
"Asian or Pacific Islander, non-Hispanic",401
Unknown,2573
Hispanic or Latino,2789
Other Race,6491
"White, non-Hispanic",16557
"American Indian or Alaska Native, non-Hispanic",25109
