Category,Yuma
Total_doses_administered,350687
Total_people_one_dose,172081
Total_people_complete,138659
total_pouluation,172081
Male-65 years and older,18031
Male-55-64 years,11212
Male-45-54 years,9772
Male-20-44 years,30435
Male-Less than 20 years,14922
Female-65 years and older,20590
Female-55-64 years,12047
Female-45-54 years,10688
Female-20-44 years,28390
Female-Less than 20 years,15309
"Black or African American, non-Hispanic",902
"American Indian or Alaska Native, non-Hispanic",1248
"Asian or Pacific Islander, non-Hispanic",1275
Other Race,20797
Unknown,30809
"White, non-Hispanic",37589
Hispanic or Latino,79461
