date,Graham_cume,Graham
2020-12-17,79,
2020-12-18,146,67
2020-12-21,192,46
2020-12-22,235,43
2020-12-23,361,126
2020-12-24,412,51
2020-12-26,422,10
2020-12-27,424,2
2020-12-28,579,155
2020-12-29,731,152
2020-12-30,848,117
2020-12-31,916,68
2021-01-01,922,6
2021-01-02,925,3
2021-01-04,1056,131
2021-01-05,1167,111
2021-01-06,1286,119
2021-01-07,1518,232
2021-01-08,1780,262
2021-01-09,1782,2
2021-01-11,1901,119
2021-01-12,2057,156
2021-01-13,2259,202
2021-01-14,2533,274
2021-01-15,3136,603
2021-01-16,3191,55
2021-01-17,3192,1
2021-01-18,3305,113
2021-01-19,3589,284
2021-01-20,3844,255
2021-01-21,4063,219
2021-01-22,4335,272
2021-01-23,4579,244
2021-01-24,4581,2
2021-01-25,4740,159
2021-01-26,4900,160
2021-01-27,5106,206
2021-01-28,5355,249
2021-01-29,5754,399
2021-01-30,5854,100
2021-01-31,5855,1
2021-02-01,6015,160
2021-02-02,6209,194
2021-02-03,6443,234
2021-02-04,6703,260
2021-02-05,7035,332
2021-02-06,7297,262
2021-02-07,7298,1
2021-02-08,7477,179
2021-02-09,7671,194
2021-02-10,7881,210
2021-02-11,8244,363
2021-02-12,8937,693
2021-02-13,9140,203
2021-02-14,9142,2
2021-02-15,9252,110
2021-02-16,9443,191
2021-02-17,9648,205
2021-02-18,9999,351
2021-02-19,10347,348
2021-02-20,10676,329
2021-02-21,10677,1
2021-02-22,10829,152
2021-02-23,11037,208
2021-02-24,11293,256
2021-02-25,11575,282
2021-02-26,11886,311
2021-02-27,11917,31
2021-02-28,11928,11
2021-03-01,12100,172
2021-03-02,12322,222
2021-03-03,12553,231
2021-03-04,12785,232
2021-03-05,12981,196
2021-03-06,13242,261
2021-03-07,13243,1
2021-03-08,13401,158
2021-03-09,13632,231
2021-03-10,13898,266
2021-03-11,14187,289
2021-03-12,14442,255
2021-03-13,14699,257
2021-03-14,14701,2
2021-03-15,14921,220
2021-03-16,15091,170
2021-03-17,15310,219
2021-03-18,15538,228
2021-03-19,15700,162
2021-03-20,15712,12
2021-03-22,15881,169
2021-03-23,16117,236
2021-03-24,16353,236
2021-03-25,16586,233
2021-03-26,16762,176
2021-03-27,16881,119
2021-03-28,16885,4
2021-03-29,17083,198
2021-03-30,17251,168
2021-03-31,17518,267
2021-04-01,17731,213
2021-04-02,17824,93
2021-04-03,17837,13
2021-04-04,17844,7
2021-04-05,17974,130
2021-04-06,18152,178
2021-04-07,18449,297
2021-04-08,18746,297
2021-04-09,18861,115
2021-04-10,18988,127
2021-04-11,18993,5
2021-04-12,19062,69
2021-04-13,19179,117
2021-04-14,19380,201
2021-04-15,19517,137
2021-04-16,19665,148
2021-04-17,19687,22
2021-04-19,19765,78
2021-04-20,19944,179
2021-04-21,20143,199
2021-04-22,20367,224
2021-04-23,20514,147
2021-04-24,20624,110
2021-04-25,20626,2
2021-04-26,20754,128
2021-04-27,20880,126
2021-04-28,21008,128
2021-04-29,21215,207
2021-04-30,21259,44
2021-05-01,21282,23
2021-05-02,21286,4
2021-05-03,21334,48
2021-05-04,21429,95
2021-05-05,21616,187
2021-05-06,21794,178
2021-05-07,21841,47
2021-05-08,21886,45
2021-05-09,21887,1
2021-05-10,21920,33
2021-05-11,21983,63
2021-05-12,22118,135
2021-05-13,22251,133
2021-05-14,22351,100
2021-05-15,22373,22
2021-05-16,22378,5
2021-05-17,22448,70
2021-05-18,22523,75
2021-05-19,22644,121
2021-05-20,22790,146
2021-05-21,22882,92
2021-05-22,22923,41
2021-05-23,22926,3
2021-05-24,22982,56
2021-05-25,23057,75
2021-05-26,23104,47
2021-05-27,23188,84
2021-05-28,23244,56
2021-05-29,23251,7
2021-05-30,23255,4
2021-05-31,23260,5
2021-06-01,23321,61
2021-06-02,23390,69
2021-06-03,23450,60
2021-06-04,23530,80
2021-06-05,23541,11
2021-06-06,23546,5
2021-06-07,23576,30
2021-06-08,23613,37
2021-06-09,23639,26
2021-06-10,23762,123
2021-06-11,23798,36
2021-06-12,23814,16
2021-06-13,23817,3
2021-06-14,23878,61
2021-06-15,23930,52
2021-06-16,23972,42
2021-06-17,24030,58
2021-06-18,24099,69
2021-06-19,24115,16
2021-06-20,24119,4
2021-06-21,24156,37
2021-06-22,24195,39
2021-06-23,24222,27
2021-06-24,24257,35
2021-06-25,24311,54
2021-06-26,24319,8
2021-06-27,24321,2
2021-06-28,24367,46
2021-06-29,24411,44
2021-06-30,24477,66
2021-07-01,24523,46
2021-07-02,24557,34
2021-07-03,24572,15
2021-07-05,24594,22
2021-07-06,24623,29
2021-07-07,24673,50
2021-07-08,24743,70
2021-07-09,24794,51
2021-07-10,24816,22
2021-07-11,24818,2
2021-07-12,24855,37
2021-07-13,24892,37
2021-07-14,24945,53
2021-07-15,25002,57
2021-07-16,25058,56
2021-07-17,25070,12
2021-07-18,25078,8
2021-07-19,25137,59
2021-07-20,25190,53
2021-07-21,25266,76
2021-07-22,25366,100
2021-07-23,25473,107
2021-07-24,25515,42
2021-07-25,25519,4
2021-07-26,25629,110
2021-07-27,25718,89
2021-07-28,25799,81
2021-07-29,25890,91
2021-07-30,25976,86
2021-07-31,26012,36
2021-08-01,26018,6
2021-08-02,26089,71
2021-08-03,26137,48
2021-08-04,26241,104
2021-08-05,26338,97
2021-08-06,26435,97
2021-08-07,26459,24
2021-08-08,26468,9
2021-08-09,26555,87
2021-08-10,26612,57
2021-08-11,26707,95
2021-08-12,26843,136
2021-08-13,26984,141
2021-08-14,27006,22
2021-08-15,27017,11
2021-08-16,27110,93
2021-08-17,27236,126
2021-08-18,27353,117
2021-08-19,27526,173
2021-08-20,27725,199
2021-08-21,27917,192
2021-08-22,27930,13
2021-08-23,28114,184
2021-08-24,28257,143
2021-08-25,28421,164
2021-08-26,28619,198
2021-08-27,28861,242
2021-08-28,28900,39
2021-08-29,28962,62
2021-08-30,29129,167
2021-08-31,29229,100
2021-09-01,29344,115
2021-09-02,29480,136
2021-09-03,29630,150
2021-09-04,29663,33
2021-09-05,29669,6
2021-09-06,29683,14
2021-09-07,29756,73
2021-09-08,29864,108
2021-09-09,30013,149
2021-09-10,30160,147
2021-09-11,30219,59
2021-09-12,30235,16
2021-09-13,30320,85
2021-09-14,30418,98
2021-09-15,30500,82
2021-09-16,30614,114
2021-09-17,30739,125
2021-09-18,30802,63
2021-09-19,30807,5
2021-09-20,30900,93
2021-09-21,30956,56
2021-09-22,31041,85
2021-09-23,31186,145
2021-09-24,31284,98
2021-09-25,31304,20
2021-09-26,31305,1
2021-09-27,31351,46
2021-09-28,31404,53
2021-09-29,31483,79
2021-09-30,31594,111
2021-10-01,31672,78
2021-10-02,31700,28
2021-10-03,31709,9
2021-10-04,31748,39
2021-10-05,31803,55
2021-10-06,31843,40
2021-10-07,31922,79
2021-10-08,31978,56
2021-10-09,32004,26
2021-10-10,32015,11
2021-10-11,32068,53
2021-10-12,32121,53
2021-10-13,32177,56
2021-10-14,32256,79
2021-10-15,32315,59
2021-10-16,32348,33
2021-10-17,32354,6
2021-10-18,32385,31
2021-10-19,32419,34
2021-10-20,32464,45
2021-10-21,32546,82
2021-10-22,32611,65
2021-10-23,32641,30
2021-10-24,32649,8
2021-10-25,32692,43
2021-10-26,32751,59
2021-10-27,32818,67
2021-10-28,32982,164
2021-10-29,33057,75
2021-10-30,33179,122
2021-10-31,33183,4
2021-11-01,33292,109
2021-11-02,33351,59
2021-11-03,33436,85
2021-11-04,33601,165
2021-11-05,33738,137
2021-11-06,33755,17
2021-11-07,33767,12
2021-11-08,33890,123
2021-11-09,33989,99
2021-11-10,34068,79
2021-11-11,34147,79
2021-11-12,34261,114
2021-11-13,34352,91
2021-11-14,34357,5
2021-11-15,34492,135
2021-11-16,34601,109
2021-11-17,34663,62
2021-11-18,34918,255
2021-11-19,35068,150
2021-11-20,35101,33
2021-11-21,35112,11
2021-11-22,35260,148
2021-11-23,35329,69
2021-11-24,35397,68
2021-11-26,35442,45
2021-11-27,35468,26
2021-11-28,35472,4
2021-11-29,35625,153
2021-11-30,35785,160
2021-12-01,35915,130
2021-12-02,36117,202
2021-12-03,36333,216
2021-12-04,36430,97
2021-12-05,36439,9
2021-12-06,36582,143
2021-12-07,36690,108
2021-12-08,36754,64
2021-12-09,36942,188
2021-12-10,37106,164
2021-12-11,37130,24
2021-12-12,37141,11
2021-12-13,37265,124
2021-12-14,37349,84
2021-12-15,37406,57
2021-12-16,37645,239
2021-12-17,37796,151
2021-12-18,37822,26
2021-12-19,37845,23
2021-12-20,38005,160
2021-12-21,38102,97
2021-12-22,38207,105
2021-12-23,38268,61
2021-12-24,38294,26
2021-12-25,38297,3
2021-12-26,38310,13
2021-12-27,38477,167
2021-12-28,38629,152
2021-12-29,38735,106
2021-12-30,38885,150
2021-12-31,38993,108
2022-01-01,38997,4
2022-01-02,39001,4
2022-01-03,39236,235
2022-01-04,39328,92
2022-01-05,39401,73
2022-01-06,39614,213
2022-01-07,39778,164
2022-01-08,39915,137
2022-01-09,39926,11
2022-01-10,40115,189
2022-01-11,40207,92
2022-01-12,40394,187
2022-01-13,40570,176
