Category,Yavapai
Total_doses_administered,281485
Total_people_one_dose,128626
Total_people_complete,109037
total_pouluation,128626
Male-65 years and older,28474
Male-55-64 years,10072
Male-45-54 years,5505
Male-20-44 years,11287
Male-Less than 20 years,3317
Female-65 years and older,34345
Female-55-64 years,12702
Female-45-54 years,6555
Female-20-44 years,11468
Female-Less than 20 years,3665
"Black or African American, non-Hispanic",647
"American Indian or Alaska Native, non-Hispanic",1545
"Asian or Pacific Islander, non-Hispanic",1656
Hispanic or Latino,9225
Other Race,19009
Unknown,19064
"White, non-Hispanic",77480
