Category,Graham
Total_doses_administered,42142
Total_people_one_dose,19167
Total_people_complete,16991
total_pouluation,19167
Male-65 years and older,1996
Male-55-64 years,1362
Male-45-54 years,1316
Male-20-44 years,3258
Male-Less than 20 years,1293
Female-65 years and older,2473
Female-55-64 years,1508
Female-45-54 years,1245
Female-20-44 years,3294
Female-Less than 20 years,1411
"Asian or Pacific Islander, non-Hispanic",66
"Black or African American, non-Hispanic",83
Other Race,865
Hispanic or Latino,2853
Unknown,3824
"White, non-Hispanic",5654
"American Indian or Alaska Native, non-Hispanic",5822
