Category,Maricopa
Total_doses_administered,3456646
Total_people_one_dose,1953712
Total_people_complete,1705655
Total_doses_ordered,1741330
total_pouluation,4367835
Male-65 years and older,210515
Male-55-64 years,137199
Male-45-54 years,138406
Male-20-44 years,330660
Male-Less than 20 years,93060
Female-65 years and older,268211
Female-55-64 years,157864
Female-45-54 years,152580
Female-20-44 years,357808
Female-Less than 20 years,95370
"American Indian or Alaska Native, non-Hispanic",42299
"Black or African American, non-Hispanic",76635
"Asian or Pacific Islander, non-Hispanic",87481
Unknown,188513
Other Race,300297
Hispanic or Latino,360984
"White, non-Hispanic",897503
