Category,Arizona
Total_doses_administered,7885087
Total_people_complete,3781360
Total_doses_ordered,5445296
total_pouluation,7189020
Total_people_one_dose,4271482
Male-65 years and older,560528
Male-55-64 years,313135
Male-45-54 years,277794
Male-20-44 years,673353
Male-Less than 20 years,180411
Female-65 years and older,687275
Female-55-64 years,359788
Female-45-54 years,302863
Female-20-44 years,707970
Female-Less than 20 years,188482
"Black or African American, non-Hispanic",119938
"American Indian or Alaska Native, non-Hispanic",128922
"Asian or Pacific Islander, non-Hispanic",156915
Unknown,450345
Other Race,712903
Hispanic or Latino,736750
"White, non-Hispanic",1965709
