Category,Mohave
Total_doses_administered,168476
Total_people_one_dose,95555
Total_people_complete,80175
Total_doses_ordered,138430
total_pouluation,216985
Male-65 years and older,22516
Male-55-64 years,8879
Male-45-54 years,4706
Male-20-44 years,8096
Male-Less than 20 years,1567
Female-65 years and older,25030
Female-55-64 years,10343
Female-45-54 years,5018
Female-20-44 years,7550
Female-Less than 20 years,1683
"Black or African American, non-Hispanic",691
"American Indian or Alaska Native, non-Hispanic",999
"Asian or Pacific Islander, non-Hispanic",1380
Hispanic or Latino,7064
Unknown,16282
Other Race,16492
"White, non-Hispanic",52647
