Category,Yavapai
Total_doses_administered,201536
Total_people_one_dose,114905
Total_people_complete,97050
Total_doses_ordered,177046
total_pouluation,232386
Male-65 years and older,24922
Male-55-64 years,8871
Male-45-54 years,5282
Male-20-44 years,10538
Male-Less than 20 years,2264
Female-65 years and older,31029
Female-55-64 years,11303
Female-45-54 years,6144
Female-20-44 years,10706
Female-Less than 20 years,2529
"Black or African American, non-Hispanic",645
"American Indian or Alaska Native, non-Hispanic",1205
"Asian or Pacific Islander, non-Hispanic",1507
Hispanic or Latino,7498
Other Race,17728
Unknown,27921
"White, non-Hispanic",58401
