Category,Arizona
Total_doses_administered,6983126
Total_people_complete,3384777
Total_doses_ordered,5255270
total_pouluation,7189020
Total_people_one_dose,3846189
Male-65 years and older,512134
Male-55-64 years,293015
Male-45-54 years,252366
Male-20-44 years,589843
Male-Less than 20 years,148706
Female-65 years and older,631895
Female-55-64 years,338356
Female-45-54 years,277856
Female-20-44 years,624941
Female-Less than 20 years,157713
"Black or African American, non-Hispanic",103885
"American Indian or Alaska Native, non-Hispanic",108138
"Asian or Pacific Islander, non-Hispanic",146606
Unknown,415562
Hispanic or Latino,632611
Other Race,652157
"White, non-Hispanic",1787230
