Category,Coconino
Total_doses_administered,147964
Total_people_one_dose,81257
Total_people_complete,72978
Total_doses_ordered,97568
total_pouluation,147275
Male-65 years and older,7627
Male-55-64 years,5942
Male-45-54 years,5345
Male-20-44 years,16064
Male-Less than 20 years,2976
Female-65 years and older,8727
Female-55-64 years,6674
Female-45-54 years,5519
Female-20-44 years,18578
Female-Less than 20 years,3728
"Black or African American, non-Hispanic",581
"Asian or Pacific Islander, non-Hispanic",1203
Hispanic or Latino,5591
Other Race,9425
Unknown,16806
"American Indian or Alaska Native, non-Hispanic",16893
"White, non-Hispanic",30758
