Category,Maricopa
Total_doses_administered,2925165
Total_people_one_dose,1673595
Total_people_complete,1440307
Total_doses_ordered,1587440
total_pouluation,4367835
Male-65 years and older,177827
Male-55-64 years,123954
Male-45-54 years,121508
Male-20-44 years,277623
Male-Less than 20 years,72868
Female-65 years and older,230930
Female-55-64 years,143390
Female-45-54 years,135550
Female-20-44 years,302412
Female-Less than 20 years,75776
"American Indian or Alaska Native, non-Hispanic",35629
"Black or African American, non-Hispanic",64030
"Asian or Pacific Islander, non-Hispanic",79485
Unknown,164150
Other Race,257160
Hispanic or Latino,297829
"White, non-Hispanic",775312
