Category,Cochise
Total_doses_administered,117823
Total_people_one_dose,66396
Total_people_complete,58238
Total_doses_ordered,89070
total_pouluation,130808
Male-65 years and older,10618
Male-55-64 years,5132
Male-45-54 years,3698
Male-20-44 years,9449
Male-Less than 20 years,2458
Female-65 years and older,12563
Female-55-64 years,6149
Female-45-54 years,4266
Female-20-44 years,9434
Female-Less than 20 years,2538
"American Indian or Alaska Native, non-Hispanic",314
"Black or African American, non-Hispanic",1235
"Asian or Pacific Islander, non-Hispanic",1282
Unknown,8828
Other Race,10131
Hispanic or Latino,15969
"White, non-Hispanic",28637
