Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10600582,68102,222239,182164,48653,10106,60154,19264,6107617,199647,110725,566838,1729375,125890,265562,346463
Total_people_complete,4048370,23477,83610,69476,19162,3881,23483,7646,2364050,78468,41998,226416,644412,46234,101859,130821
total_pouluation,7189020,31496,98637,86530,22224,4495,27173,9327,2773119,94007,52237,265090,770783,63082,121915,168417
Total_people_one_dose,4901099,31496,98637,86530,22224,4495,27173,9327,2773119,94007,52237,265090,770783,63082,121915,168417
Male-65 years and older,590500,2917,9684,11686,2456,520,5995,2520,295184,21776,7626,38415,95020,4946,26821,17895
Male-55-64 years,342327,2113,6529,5767,1623,383,2273,654,194553,8526,3711,19042,50002,3515,9462,11078
Male-45-54 years,309591,1712,5973,4605,1485,334,1290,336,189283,4453,2852,17446,43498,3702,5233,9584
Male-20-44 years,777220,4158,17854,12340,3736,808,2542,709,457942,7933,6200,40217,117418,9781,10771,29689
Male-Less than 20 years,301926,4469,6793,6479,1419,241,894,399,168773,2020,4967,14523,50991,8264,3221,14162
Female-65 years and older,717065,3503,10889,13660,2962,523,6372,2508,368846,23816,8587,44077,122143,6000,32558,20491
Female-55-64 years,389143,2286,7296,6860,1756,319,2667,770,218630,9856,4236,21516,59745,3946,11952,11901
Female-45-54 years,333365,1705,6022,5158,1451,334,1433,387,204951,5014,2865,17813,49195,4088,6215,10528
Female-20-44 years,812966,4045,20284,13081,3789,779,2711,632,489906,8179,6098,37051,129353,10361,11020,27883
Female-Less than 20 years,307115,4578,7037,6792,1535,252,939,393,170764,2253,5055,14249,51916,8382,3520,14547
"Black or African American, non-Hispanic",150358,62,841,1676,98,53,97,44,109365,660,216,9851,17797,61,615,886
"Asian or Pacific Islander, non-Hispanic",188612,142,1803,1549,90,49,217,94,141785,1455,387,5506,23313,193,1528,1283
"American Indian or Alaska Native, non-Hispanic",214243,24538,23747,381,5757,128,2935,557,54526,790,23294,10593,16250,58,1504,1226
Unknown,441849,1192,12279,10467,4155,303,4578,1919,187248,11725,2521,30801,66598,5273,18431,30659
Other Race,690756,1191,8970,12327,1331,96,4369,1222,440391,14804,6482,32266,95015,3679,17897,20158
Hispanic or Latino,942167,617,7804,25847,4040,2036,1542,1401,482215,7760,2740,43887,195232,45821,8748,76983
"White, non-Hispanic",2273114,3754,43193,34283,6753,1830,13435,4090,1357589,56813,16597,132186,356578,7997,73192,37222
