Category,Yavapai
Total_doses_administered,265562
Total_people_one_dose,121915
Total_people_complete,101859
total_pouluation,121915
Male-65 years and older,26821
Male-55-64 years,9462
Male-45-54 years,5233
Male-20-44 years,10771
Male-Less than 20 years,3221
Female-65 years and older,32558
Female-55-64 years,11952
Female-45-54 years,6215
Female-20-44 years,11020
Female-Less than 20 years,3520
"Black or African American, non-Hispanic",615
"American Indian or Alaska Native, non-Hispanic",1504
"Asian or Pacific Islander, non-Hispanic",1528
Hispanic or Latino,8748
Other Race,17897
Unknown,18431
"White, non-Hispanic",73192
