Category,Cochise
Total_doses_administered,182164
Total_people_one_dose,86530
Total_people_complete,69476
total_pouluation,86530
Male-65 years and older,11686
Male-55-64 years,5767
Male-45-54 years,4605
Male-20-44 years,12340
Male-Less than 20 years,6479
Female-65 years and older,13660
Female-55-64 years,6860
Female-45-54 years,5158
Female-20-44 years,13081
Female-Less than 20 years,6792
"American Indian or Alaska Native, non-Hispanic",381
"Asian or Pacific Islander, non-Hispanic",1549
"Black or African American, non-Hispanic",1676
Unknown,10467
Other Race,12327
Hispanic or Latino,25847
"White, non-Hispanic",34283
