Category,Apache
Total_doses_administered,68102
Total_people_one_dose,31496
Total_people_complete,23477
total_pouluation,31496
Male-65 years and older,2917
Male-55-64 years,2113
Male-45-54 years,1712
Male-20-44 years,4158
Male-Less than 20 years,4469
Female-65 years and older,3503
Female-55-64 years,2286
Female-45-54 years,1705
Female-20-44 years,4045
Female-Less than 20 years,4578
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",142
Hispanic or Latino,617
Other Race,1191
Unknown,1192
"White, non-Hispanic",3754
"American Indian or Alaska Native, non-Hispanic",24538
