Category,Arizona
Total_doses_administered,10600582
Total_people_complete,4048370
total_pouluation,7189020
Total_people_one_dose,4901099
Male-65 years and older,590500
Male-55-64 years,342327
Male-45-54 years,309591
Male-20-44 years,777220
Male-Less than 20 years,301926
Female-65 years and older,717065
Female-55-64 years,389143
Female-45-54 years,333365
Female-20-44 years,812966
Female-Less than 20 years,307115
"Black or African American, non-Hispanic",150358
"Asian or Pacific Islander, non-Hispanic",188612
"American Indian or Alaska Native, non-Hispanic",214243
Unknown,441849
Other Race,690756
Hispanic or Latino,942167
"White, non-Hispanic",2273114
