Category,Santa Cruz
Total_doses_administered,133092
Total_people_one_dose,67236
Total_people_complete,50953
total_pouluation,67236
Male-65 years and older,4837
Male-55-64 years,3573
Male-45-54 years,3858
Male-20-44 years,10210
Male-Less than 20 years,9766
Female-65 years and older,5908
Female-55-64 years,4035
Female-45-54 years,4289
Female-20-44 years,10998
Female-Less than 20 years,9633
"American Indian or Alaska Native, non-Hispanic",55
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3689
Unknown,7102
"White, non-Hispanic",7694
Hispanic or Latino,48446
