Category,Mohave
Total_doses_administered,204209
Total_people_one_dose,95241
Total_people_complete,80677
total_pouluation,95241
Male-65 years and older,21985
Male-55-64 years,8588
Male-45-54 years,4529
Male-20-44 years,8106
Male-Less than 20 years,2108
Female-65 years and older,24000
Female-55-64 years,9948
Female-45-54 years,5068
Female-20-44 years,8393
Female-Less than 20 years,2334
"Black or African American, non-Hispanic",677
"American Indian or Alaska Native, non-Hispanic",797
"Asian or Pacific Islander, non-Hispanic",1482
Hispanic or Latino,7974
Unknown,11734
Other Race,14890
"White, non-Hispanic",57687
