Category,Navajo
Total_doses_administered,45227
Total_people_one_dose,26514
Total_people_complete,21163
Total_doses_ordered,37600
total_pouluation,112825
Male-65 years and older,5371
Male-55-64 years,2419
Male-45-54 years,1574
Male-20-44 years,3004
Male-Less than 20 years,728
Female-65 years and older,5727
Female-55-64 years,2743
Female-45-54 years,1657
Female-20-44 years,2493
Female-Less than 20 years,771
"Black or African American, non-Hispanic",0.005129365618164
"Asian or Pacific Islander, non-Hispanic",0.008976389831787
Hispanic or Latino,0.0544617937693294
Unknown,0.1012672550350758
"American Indian or Alaska Native, non-Hispanic",0.1965376782077393
Other Race,0.2117749113675794
"White, non-Hispanic",0.4218526061703251
