Category,La Paz
Total_doses_administered,13322
Total_people_one_dose,8124
Total_people_complete,5543
Total_doses_ordered,16200
total_pouluation,22085
Male-65 years and older,2853
Male-55-64 years,550
Male-45-54 years,227
Male-20-44 years,327
Male-Less than 20 years,35
Female-65 years and older,2766
Female-55-64 years,733
Female-45-54 years,259
Female-20-44 years,317
Female-Less than 20 years,42
"Black or African American, non-Hispanic",0.0020925652387986
"Asian or Pacific Islander, non-Hispanic",0.0040620384047267
"American Indian or Alaska Native, non-Hispanic",0.008000984736583
Other Race,0.0102166420482521
Hispanic or Latino,0.0802560315115707
Unknown,0.4121122599704579
"White, non-Hispanic",0.483259478089611
