Category,Yuma
Total_doses_administered,112604
Total_people_one_dose,73924
Total_people_complete,42736
Total_doses_ordered,105930
total_pouluation,229957
Male-65 years and older,13517
Male-55-64 years,6156
Male-45-54 years,4645
Male-20-44 years,11126
Male-Less than 20 years,533
Female-65 years and older,15389
Female-55-64 years,6694
Female-45-54 years,5007
Female-20-44 years,10008
Female-Less than 20 years,661
"American Indian or Alaska Native, non-Hispanic",0.0010957199285753
"Black or African American, non-Hispanic",0.0029895568421622
"Asian or Pacific Islander, non-Hispanic",0.0045993182187111
Other Race,0.0764974839023862
"White, non-Hispanic",0.1730155294626914
Hispanic or Latino,0.366470970185596
Unknown,0.3753314214598777
