Category,Graham
Total_doses_administered,19578
Total_people_one_dose,10669
Total_people_complete,9858
Total_doses_ordered,18520
total_pouluation,38476
Male-65 years and older,1595
Male-55-64 years,928
Male-45-54 years,787
Male-20-44 years,1812
Male-Less than 20 years,183
Female-65 years and older,1998
Female-55-64 years,1056
Female-45-54 years,698
Female-20-44 years,1370
Female-Less than 20 years,232
"Asian or Pacific Islander, non-Hispanic",0.004967663323648
"Black or African American, non-Hispanic",0.0057174992970288
"American Indian or Alaska Native, non-Hispanic",0.0772331052582248
Other Race,0.0793888836816946
Hispanic or Latino,0.1627144062236386
Unknown,0.3319898772143594
"White, non-Hispanic",0.337988565001406
