Category,Pinal
Total_doses_administered,287361
Total_people_one_dose,162271
Total_people_complete,144138
Total_doses_ordered,196665
total_pouluation,455210
Male-65 years and older,29040
Male-55-64 years,12851
Male-45-54 years,11391
Male-20-44 years,24576
Male-Less than 20 years,3813
Female-65 years and older,33352
Female-55-64 years,13888
Female-45-54 years,10304
Female-20-44 years,18391
Female-Less than 20 years,4075
"Asian or Pacific Islander, non-Hispanic",0.0183951537859507
"Black or African American, non-Hispanic",0.026394118480813
"American Indian or Alaska Native, non-Hispanic",0.0470878961736848
Other Race,0.1083249625626267
Hispanic or Latino,0.1505074843933913
Unknown,0.203160145682223
"White, non-Hispanic",0.4461302389213107
