Category,Cochise
Total_doses_administered,130921
Total_people_one_dose,71091
Total_people_complete,62115
total_pouluation,71091
Male-65 years and older,10428
Male-55-64 years,5068
Male-45-54 years,3905
Male-20-44 years,10590
Male-Less than 20 years,3353
Female-65 years and older,12442
Female-55-64 years,6153
Female-45-54 years,4426
Female-20-44 years,11127
Female-Less than 20 years,3505
"American Indian or Alaska Native, non-Hispanic",306
"Asian or Pacific Islander, non-Hispanic",1327
"Black or African American, non-Hispanic",1357
Unknown,9579
Other Race,11478
Hispanic or Latino,17704
"White, non-Hispanic",29340
