Category,Apache
Total_doses_administered,37761
Total_people_one_dose,20999
Total_people_complete,12909
total_pouluation,20999
Male-65 years and older,2220
Male-55-64 years,1512
Male-45-54 years,1159
Male-20-44 years,2720
Male-Less than 20 years,2695
Female-65 years and older,2601
Female-55-64 years,1605
Female-45-54 years,1157
Female-20-44 years,2552
Female-Less than 20 years,2770
"Black or African American, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",109
Hispanic or Latino,480
Other Race,1229
Unknown,1478
"White, non-Hispanic",3219
"American Indian or Alaska Native, non-Hispanic",14437
