Category,Maricopa
Total_doses_administered,4835609
Total_people_one_dose,2464334
Total_people_complete,2164365
total_pouluation,2464334
Male-65 years and older,274072
Male-55-64 years,181075
Male-45-54 years,174593
Male-20-44 years,412955
Male-Less than 20 years,111159
Female-65 years and older,343504
Female-55-64 years,204382
Female-45-54 years,190182
Female-20-44 years,442700
Female-Less than 20 years,115306
"American Indian or Alaska Native, non-Hispanic",45275
"Black or African American, non-Hispanic",89002
"Asian or Pacific Islander, non-Hispanic",117342
Unknown,193054
Hispanic or Latino,397540
Other Race,446940
"White, non-Hispanic",1175181
