Category,Yavapai
Total_doses_administered,202220
Total_people_one_dose,109301
Total_people_complete,92011
total_pouluation,109301
Male-65 years and older,24055
Male-55-64 years,8720
Male-45-54 years,4763
Male-20-44 years,9482
Male-Less than 20 years,2225
Female-65 years and older,29953
Female-55-64 years,11125
Female-45-54 years,5659
Female-20-44 years,9635
Female-Less than 20 years,2536
"Black or African American, non-Hispanic",483
"American Indian or Alaska Native, non-Hispanic",1225
"Asian or Pacific Islander, non-Hispanic",1236
Hispanic or Latino,7231
Other Race,17074
Unknown,25019
"White, non-Hispanic",57033
