Category,Cochise
Total_doses_administered,165688
Total_people_one_dose,81874
Total_people_complete,67207
total_pouluation,81874
Male-65 years and older,11312
Male-55-64 years,5585
Male-45-54 years,4358
Male-20-44 years,11715
Male-Less than 20 years,5618
Female-65 years and older,13243
Female-55-64 years,6603
Female-45-54 years,4900
Female-20-44 years,12422
Female-Less than 20 years,6017
"American Indian or Alaska Native, non-Hispanic",362
"Asian or Pacific Islander, non-Hispanic",1488
"Black or African American, non-Hispanic",1592
Unknown,9714
Other Race,11955
Hispanic or Latino,23468
"White, non-Hispanic",33295
