Category,Mohave
Total_doses_administered,186862
Total_people_one_dose,90745
Total_people_complete,76699
total_pouluation,90745
Male-65 years and older,21103
Male-55-64 years,8287
Male-45-54 years,4319
Male-20-44 years,7563
Male-Less than 20 years,1831
Female-65 years and older,23201
Female-55-64 years,9626
Female-45-54 years,4857
Female-20-44 years,7747
Female-Less than 20 years,2032
"Black or African American, non-Hispanic",619
"American Indian or Alaska Native, non-Hispanic",747
"Asian or Pacific Islander, non-Hispanic",1381
Hispanic or Latino,7253
Unknown,11579
Other Race,14468
"White, non-Hispanic",54698
