Category,Yuma
Total_doses_administered,316218
Total_people_one_dose,158916
Total_people_complete,127625
total_pouluation,158916
Male-65 years and older,16919
Male-55-64 years,10598
Male-45-54 years,9278
Male-20-44 years,28280
Male-Less than 20 years,12554
Female-65 years and older,19469
Female-55-64 years,11313
Female-45-54 years,10198
Female-20-44 years,26648
Female-Less than 20 years,13047
"Black or African American, non-Hispanic",838
"American Indian or Alaska Native, non-Hispanic",1182
"Asian or Pacific Islander, non-Hispanic",1224
Other Race,19188
Unknown,29559
"White, non-Hispanic",35053
Hispanic or Latino,71872
