Category,Graham
Total_doses_administered,43985
Total_people_one_dose,21148
Total_people_complete,18565
total_pouluation,21148
Male-65 years and older,2410
Male-55-64 years,1590
Male-45-54 years,1450
Male-20-44 years,3586
Male-Less than 20 years,1153
Female-65 years and older,2919
Female-55-64 years,1727
Female-45-54 years,1421
Female-20-44 years,3629
Female-Less than 20 years,1251
"Asian or Pacific Islander, non-Hispanic",85
"Black or African American, non-Hispanic",93
Other Race,1303
Hispanic or Latino,3835
Unknown,4123
"American Indian or Alaska Native, non-Hispanic",5204
"White, non-Hispanic",6505
