Category,Yuma
Total_doses_administered,229947
Total_people_one_dose,129044
Total_people_complete,109907
Total_doses_ordered,153008
total_pouluation,229957
Male-65 years and older,16279
Male-55-64 years,9166
Male-45-54 years,8189
Male-20-44 years,24584
Male-Less than 20 years,6247
Female-65 years and older,18390
Female-55-64 years,9603
Female-45-54 years,8421
Female-20-44 years,21153
Female-Less than 20 years,6596
"Asian or Pacific Islander, non-Hispanic",784
"Black or African American, non-Hispanic",787
"American Indian or Alaska Native, non-Hispanic",1689
Other Race,11562
"White, non-Hispanic",23298
Unknown,34167
Hispanic or Latino,56757
