Category,Cochise
Total_doses_administered,127050
Total_people_one_dose,70917
Total_people_complete,62545
Total_doses_ordered,94300
total_pouluation,130808
Male-65 years and older,10969
Male-55-64 years,5315
Male-45-54 years,3937
Male-20-44 years,10376
Male-Less than 20 years,2971
Female-65 years and older,12996
Female-55-64 years,6399
Female-45-54 years,4512
Female-20-44 years,10338
Female-Less than 20 years,3012
"American Indian or Alaska Native, non-Hispanic",342
"Asian or Pacific Islander, non-Hispanic",1340
"Black or African American, non-Hispanic",1358
Unknown,9528
Other Race,10752
Hispanic or Latino,17336
"White, non-Hispanic",30261
