Category,Coconino
Total_doses_administered,157100
Total_people_one_dose,86193
Total_people_complete,77315
Total_doses_ordered,109804
total_pouluation,147275
Male-65 years and older,8083
Male-55-64 years,6193
Male-45-54 years,5616
Male-20-44 years,17206
Male-Less than 20 years,3435
Female-65 years and older,9171
Female-55-64 years,6900
Female-45-54 years,5740
Female-20-44 years,19665
Female-Less than 20 years,4093
"Black or African American, non-Hispanic",647
"Asian or Pacific Islander, non-Hispanic",1309
Hispanic or Latino,6349
Other Race,9904
Unknown,17170
"American Indian or Alaska Native, non-Hispanic",18047
"White, non-Hispanic",32767
