Category,Maricopa
Total_doses_administered,3310665
Total_people_one_dose,1875035
Total_people_complete,1633123
Total_doses_ordered,1701453
total_pouluation,4367835
Male-65 years and older,191454
Male-55-64 years,133712
Male-45-54 years,135408
Male-20-44 years,321580
Male-Less than 20 years,90760
Female-65 years and older,246748
Female-55-64 years,153739
Female-45-54 years,149133
Female-20-44 years,347546
Female-Less than 20 years,93048
"American Indian or Alaska Native, non-Hispanic",40753
"Black or African American, non-Hispanic",73730
"Asian or Pacific Islander, non-Hispanic",85127
Unknown,184349
Other Race,286072
Hispanic or Latino,350458
"White, non-Hispanic",854546
