Category,Coconino
Total_doses_administered,132565
Total_people_one_dose,72771
Total_people_complete,64740
Total_doses_ordered,95762
total_pouluation,147275
Male-65 years and older,7156
Male-55-64 years,5483
Male-45-54 years,4806
Male-20-44 years,14227
Male-Less than 20 years,1953
Female-65 years and older,8246
Female-55-64 years,6243
Female-45-54 years,5090
Female-20-44 years,16772
Female-Less than 20 years,2729
"Black or African American, non-Hispanic",0.0065822923966965
"Asian or Pacific Islander, non-Hispanic",0.0138241882068406
Hispanic or Latino,0.0613843426639733
Other Race,0.1093017823033901
"American Indian or Alaska Native, non-Hispanic",0.1935386348957689
Unknown,0.2344615300050845
"White, non-Hispanic",0.3809072295282462
