Category,Pinal
Total_doses_administered,293836
Total_people_one_dose,166637
Total_people_complete,149801
Total_doses_ordered,196665
total_pouluation,455210
Male-65 years and older,29280
Male-55-64 years,13103
Male-45-54 years,11756
Male-20-44 years,25784
Male-Less than 20 years,4314
Female-65 years and older,33612
Female-55-64 years,14088
Female-45-54 years,10589
Female-20-44 years,19028
Female-Less than 20 years,4492
"Asian or Pacific Islander, non-Hispanic",3072
"Black or African American, non-Hispanic",4500
"American Indian or Alaska Native, non-Hispanic",7935
Other Race,17846
Hispanic or Latino,25371
Unknown,34012
"White, non-Hispanic",73901
