Category,Apache
Total_doses_administered,23029
Total_people_one_dose,12908
Total_people_complete,11188
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1696
Male-55-64 years,894
Male-45-54 years,586
Male-20-44 years,1080
Male-Less than 20 years,2079
Female-65 years and older,1736
Female-55-64 years,1013
Female-45-54 years,634
Female-20-44 years,1001
Female-Less than 20 years,2180
"Asian or Pacific Islander, non-Hispanic",147
"Black or African American, non-Hispanic",235
Unknown,943
Other Race,949
Hispanic or Latino,1507
"White, non-Hispanic",2949
"American Indian or Alaska Native, non-Hispanic",6178
