Category,Cochise
Total_doses_administered,114253
Total_people_one_dose,64016
Total_people_complete,56948
Total_doses_ordered,87630
total_pouluation,130808
Male-65 years and older,10436
Male-55-64 years,5038
Male-45-54 years,3560
Male-20-44 years,8990
Male-Less than 20 years,2117
Female-65 years and older,12377
Female-55-64 years,6033
Female-45-54 years,4145
Female-20-44 years,9011
Female-Less than 20 years,2220
"American Indian or Alaska Native, non-Hispanic",308
"Black or African American, non-Hispanic",1184
"Asian or Pacific Islander, non-Hispanic",1252
Unknown,8387
Other Race,9924
Hispanic or Latino,15006
"White, non-Hispanic",27955
