Category,Maricopa
Total_doses_administered,2803870
Total_people_one_dose,1590039
Total_people_complete,1403168
Total_doses_ordered,1535817
total_pouluation,4367835
Male-65 years and older,174649
Male-55-64 years,119941
Male-45-54 years,115387
Male-20-44 years,259366
Male-Less than 20 years,62249
Female-65 years and older,227052
Female-55-64 years,139501
Female-45-54 years,129550
Female-20-44 years,284644
Female-Less than 20 years,65968
"American Indian or Alaska Native, non-Hispanic",34212
"Black or African American, non-Hispanic",59611
"Asian or Pacific Islander, non-Hispanic",76941
Unknown,155952
Other Race,246886
Hispanic or Latino,271789
"White, non-Hispanic",744648
