Category,Arizona
Total_doses_administered,6761008
Total_people_complete,3324353
Total_doses_ordered,5222530
total_pouluation,7189020
Total_people_one_dose,3711407
Male-65 years and older,505732
Male-55-64 years,286350
Male-45-54 years,242980
Male-20-44 years,561331
Male-Less than 20 years,131815
Female-65 years and older,624307
Female-55-64 years,331946
Female-45-54 years,268747
Female-20-44 years,597015
Female-Less than 20 years,141899
"Black or African American, non-Hispanic",98333
"American Indian or Alaska Native, non-Hispanic",100186
"Asian or Pacific Islander, non-Hispanic",143331
Unknown,402729
Hispanic or Latino,589285
Other Race,636857
"White, non-Hispanic",1740686
