Category,Santa Cruz
Total_doses_administered,65376
Total_people_one_dose,35965
Total_people_complete,33103
Total_doses_ordered,48042
total_pouluation,53161
Male-65 years and older,3534
Male-55-64 years,2542
Male-45-54 years,2891
Male-20-44 years,6998
Male-Less than 20 years,2011
Female-65 years and older,4275
Female-55-64 years,2588
Female-45-54 years,2742
Female-20-44 years,6304
Female-Less than 20 years,2013
"American Indian or Alaska Native, non-Hispanic",16
"Black or African American, non-Hispanic",29
"Asian or Pacific Islander, non-Hispanic",93
Other Race,1967
Unknown,2270
"White, non-Hispanic",4644
Hispanic or Latino,26946
