Category,Yavapai
Total_doses_administered,182393
Total_people_one_dose,103964
Total_people_complete,88286
Total_doses_ordered,165060
total_pouluation,232386
Male-65 years and older,23433
Male-55-64 years,8154
Male-45-54 years,4595
Male-20-44 years,8826
Male-Less than 20 years,1665
Female-65 years and older,29222
Female-55-64 years,10507
Female-45-54 years,5396
Female-20-44 years,8984
Female-Less than 20 years,1872
"Black or African American, non-Hispanic",500
"American Indian or Alaska Native, non-Hispanic",1027
"Asian or Pacific Islander, non-Hispanic",1345
Hispanic or Latino,6114
Other Race,16047
Unknown,26585
"White, non-Hispanic",52346
