Category,La Paz
Total_doses_administered,14391
Total_people_one_dose,8351
Total_people_complete,6406
Total_doses_ordered,17800
total_pouluation,22085
Male-65 years and older,2898
Male-55-64 years,577
Male-45-54 years,240
Male-20-44 years,344
Male-Less than 20 years,36
Female-65 years and older,2816
Female-55-64 years,757
Female-45-54 years,278
Female-20-44 years,344
Female-Less than 20 years,47
"Black or African American, non-Hispanic",0.0022751766255538
"Asian or Pacific Islander, non-Hispanic",0.0040713686983595
"American Indian or Alaska Native, non-Hispanic",0.0088612142258412
Other Race,0.0104179140222728
Hispanic or Latino,0.0840617890073045
Unknown,0.4054604239013292
"White, non-Hispanic",0.484852113519339
