Category,Cochise
Total_doses_administered,161047
Total_people_one_dose,80282
Total_people_complete,66679
total_pouluation,80282
Male-65 years and older,11186
Male-55-64 years,5489
Male-45-54 years,4297
Male-20-44 years,11542
Male-Less than 20 years,5308
Female-65 years and older,13108
Female-55-64 years,6521
Female-45-54 years,4819
Female-20-44 years,12236
Female-Less than 20 years,5675
"American Indian or Alaska Native, non-Hispanic",359
"Asian or Pacific Islander, non-Hispanic",1466
"Black or African American, non-Hispanic",1566
Unknown,9422
Other Race,11830
Hispanic or Latino,22643
"White, non-Hispanic",32996
