Category,Gila
Total_doses_administered,55227
Total_people_one_dose,25941
Total_people_complete,22861
total_pouluation,25941
Male-65 years and older,5800
Male-55-64 years,2223
Male-45-54 years,1252
Male-20-44 years,2389
Male-Less than 20 years,695
Female-65 years and older,6201
Female-55-64 years,2591
Female-45-54 years,1393
Female-20-44 years,2566
Female-Less than 20 years,773
"Black or African American, non-Hispanic",89
"Asian or Pacific Islander, non-Hispanic",204
Hispanic or Latino,1424
"American Indian or Alaska Native, non-Hispanic",2651
Other Race,4146
Unknown,4565
"White, non-Hispanic",12862
