Category,Maricopa
Total_doses_administered,1381752
Total_people_one_dose,871225
Total_people_complete,578293
Total_doses_ordered,1168835
total_pouluation,4367835
Male-65 years and older,139911
Male-55-64 years,75833
Male-45-54 years,52388
Male-20-44 years,102372
Male-Less than 20 years,6399
Female-65 years and older,184487
Female-55-64 years,96953
Female-45-54 years,67652
Female-20-44 years,137565
Female-Less than 20 years,7940
"American Indian or Alaska Native, non-Hispanic",0.0230172836163067
"Black or African American, non-Hispanic",0.0284675377128898
"Asian or Pacific Islander, non-Hispanic",0.0420059688888022
Hispanic or Latino,0.1066723731783243
"Unknown, non-Hispanic",0.1283919226086867
"Other Race, non-Hispanic",0.1693778334149915
"White, non-Hispanic",0.5020670805799988
