Category,Cochise
Total_doses_administered,138547
Total_people_one_dose,72529
Total_people_complete,64437
total_pouluation,72529
Male-65 years and older,10662
Male-55-64 years,5170
Male-45-54 years,4019
Male-20-44 years,10866
Male-Less than 20 years,3411
Female-65 years and older,12646
Female-55-64 years,6225
Female-45-54 years,4512
Female-20-44 years,11356
Female-Less than 20 years,3568
"American Indian or Alaska Native, non-Hispanic",316
"Asian or Pacific Islander, non-Hispanic",1355
"Black or African American, non-Hispanic",1396
Unknown,9606
Other Race,11541
Hispanic or Latino,18148
"White, non-Hispanic",30167
