Category,Yuma
Total_doses_administered,268037
Total_people_one_dose,140020
Total_people_complete,122547
total_pouluation,140020
Male-65 years and older,15099
Male-55-64 years,9856
Male-45-54 years,8788
Male-20-44 years,26321
Male-Less than 20 years,8239
Female-65 years and older,17568
Female-55-64 years,10478
Female-45-54 years,9629
Female-20-44 years,24770
Female-Less than 20 years,8757
"Black or African American, non-Hispanic",706
"American Indian or Alaska Native, non-Hispanic",1062
"Asian or Pacific Islander, non-Hispanic",1068
Other Race,15781
"White, non-Hispanic",29014
Unknown,30151
Hispanic or Latino,62238
