Category,Apache
Total_doses_administered,40486
Total_people_one_dose,22023
Total_people_complete,16880
total_pouluation,22023
Male-65 years and older,2342
Male-55-64 years,1607
Male-45-54 years,1219
Male-20-44 years,2881
Male-Less than 20 years,2719
Female-65 years and older,2764
Female-55-64 years,1740
Female-45-54 years,1242
Female-20-44 years,2704
Female-Less than 20 years,2797
"Black or African American, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",111
Hispanic or Latino,495
Other Race,1243
Unknown,1511
"White, non-Hispanic",3292
"American Indian or Alaska Native, non-Hispanic",15323
