Category,Coconino
Total_doses_administered,176821
Total_people_one_dose,87954
Total_people_complete,79865
total_pouluation,87954
Male-65 years and older,9088
Male-55-64 years,6131
Male-45-54 years,5593
Male-20-44 years,16438
Male-Less than 20 years,4240
Female-65 years and older,10282
Female-55-64 years,6939
Female-45-54 years,5706
Female-20-44 years,18722
Female-Less than 20 years,4557
"Black or African American, non-Hispanic",677
"Asian or Pacific Islander, non-Hispanic",1429
Hispanic or Latino,6388
Other Race,10246
Unknown,15097
"American Indian or Alaska Native, non-Hispanic",19270
"White, non-Hispanic",34847
