Category,Yavapai
Total_doses_administered,215034
Total_people_one_dose,111217
Total_people_complete,95344
total_pouluation,111217
Male-65 years and older,24650
Male-55-64 years,8815
Male-45-54 years,4827
Male-20-44 years,9680
Male-Less than 20 years,2257
Female-65 years and older,30461
Female-55-64 years,11220
Female-45-54 years,5751
Female-20-44 years,9841
Female-Less than 20 years,2567
"Black or African American, non-Hispanic",494
"American Indian or Alaska Native, non-Hispanic",1252
"Asian or Pacific Islander, non-Hispanic",1270
Hispanic or Latino,7414
Other Race,17303
Unknown,24001
"White, non-Hispanic",59483
