Category,Navajo
Total_doses_administered,114986
Total_people_one_dose,52458
Total_people_complete,42109
total_pouluation,52458
Male-65 years and older,7647
Male-55-64 years,3715
Male-45-54 years,2860
Male-20-44 years,6234
Male-Less than 20 years,5018
Female-65 years and older,8607
Female-55-64 years,4245
Female-45-54 years,2876
Female-20-44 years,6119
Female-Less than 20 years,5097
"Black or African American, non-Hispanic",219
"Asian or Pacific Islander, non-Hispanic",391
Unknown,2532
Hispanic or Latino,2758
Other Race,6505
"White, non-Hispanic",16639
"American Indian or Alaska Native, non-Hispanic",23414
