Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10927106,70355,228083,188667,49964,10257,61862,19606,6283100,204116,114986,581390,1778225,133407,270709,357814
Total_people_complete,4056409,23524,83755,69671,19195,3890,23539,7654,2368201,78725,42109,226691,645143,46431,101964,131028
total_pouluation,7189020,31637,98928,87002,22328,4502,27258,9345,2782895,94257,52458,265703,772583,63577,122085,169068
Total_people_one_dose,4920110,31637,98928,87002,22328,4502,27258,9345,2782895,94257,52458,265703,772583,63577,122085,169068
Male-65 years and older,591648,2925,9700,11705,2458,520,6005,2521,295660,21816,7647,38436,95091,4950,26844,17926
Male-55-64 years,343136,2117,6537,5790,1625,384,2275,653,194959,8542,3715,19071,50047,3527,9474,11114
Male-45-54 years,310514,1718,5987,4629,1493,334,1292,339,189771,4470,2860,17487,43575,3731,5244,9609
Male-20-44 years,780296,4180,17904,12421,3753,809,2546,712,459546,7966,6234,40308,117704,9847,10795,29809
Male-Less than 20 years,305437,4495,6851,6568,1441,244,908,406,170705,2036,5018,14631,51361,8420,3231,14307
Female-65 years and older,718468,3518,10910,13680,2968,523,6383,2509,369487,23857,8607,44120,122249,6009,32583,20527
Female-55-64 years,389989,2294,7302,6886,1760,319,2670,769,219003,9868,4245,21542,59805,3965,11963,11925
Female-45-54 years,334254,1715,6032,5178,1454,334,1443,387,205410,5028,2876,17833,49291,4115,6224,10555
Female-20-44 years,815916,4054,20332,13147,3803,782,2731,636,491387,8226,6119,37161,129697,10413,11040,27966
Female-Less than 20 years,310564,4611,7096,6896,1561,251,948,394,172685,2267,5097,14374,52260,8503,3545,14669
"Black or African American, non-Hispanic",151116,62,846,1682,99,55,97,44,109896,661,219,9888,17851,62,615,889
"Asian or Pacific Islander, non-Hispanic",189486,144,1813,1556,90,49,218,94,142457,1457,391,5518,23371,192,1530,1282
"American Indian or Alaska Native, non-Hispanic",215498,24666,23832,382,5803,128,2958,560,54793,793,23414,10637,16299,58,1509,1229
Unknown,443591,1191,12277,10552,4162,303,4568,1923,188244,11734,2532,30822,66627,5434,18434,30746
Other Race,692307,1194,8988,12377,1335,98,4385,1224,441190,14834,6505,32315,95162,3692,17909,20244
Hispanic or Latino,948748,620,7860,26083,4055,2038,1553,1405,485385,7799,2758,44067,196164,46121,8785,77382
"White, non-Hispanic",2279364,3760,43312,34370,6784,1831,13479,4095,1360930,56979,16639,132456,357109,8018,73303,37296
