Category,Yavapai
Total_doses_administered,270709
Total_people_one_dose,122085
Total_people_complete,101964
total_pouluation,122085
Male-65 years and older,26844
Male-55-64 years,9474
Male-45-54 years,5244
Male-20-44 years,10795
Male-Less than 20 years,3231
Female-65 years and older,32583
Female-55-64 years,11963
Female-45-54 years,6224
Female-20-44 years,11040
Female-Less than 20 years,3545
"Black or African American, non-Hispanic",615
"American Indian or Alaska Native, non-Hispanic",1509
"Asian or Pacific Islander, non-Hispanic",1530
Hispanic or Latino,8785
Other Race,17909
Unknown,18434
"White, non-Hispanic",73303
