Category,Mohave
Total_doses_administered,204116
Total_people_one_dose,94257
Total_people_complete,78725
total_pouluation,94257
Male-65 years and older,21816
Male-55-64 years,8542
Male-45-54 years,4470
Male-20-44 years,7966
Male-Less than 20 years,2036
Female-65 years and older,23857
Female-55-64 years,9868
Female-45-54 years,5028
Female-20-44 years,8226
Female-Less than 20 years,2267
"Black or African American, non-Hispanic",661
"American Indian or Alaska Native, non-Hispanic",793
"Asian or Pacific Islander, non-Hispanic",1457
Hispanic or Latino,7799
Unknown,11734
Other Race,14834
"White, non-Hispanic",56979
