Category,Maricopa
Total_doses_administered,6283100
Total_people_one_dose,2782895
Total_people_complete,2368201
total_pouluation,2782895
Male-65 years and older,295660
Male-55-64 years,194959
Male-45-54 years,189771
Male-20-44 years,459546
Male-Less than 20 years,170705
Female-65 years and older,369487
Female-55-64 years,219003
Female-45-54 years,205410
Female-20-44 years,491387
Female-Less than 20 years,172685
"American Indian or Alaska Native, non-Hispanic",54793
"Black or African American, non-Hispanic",109896
"Asian or Pacific Islander, non-Hispanic",142457
Unknown,188244
Other Race,441190
Hispanic or Latino,485385
"White, non-Hispanic",1360930
